year,estimator,L,delta_all,delta_dir,IE_effect,eta_all,eta_dir,eta_ie,panel,IE_share
2029,AFE,2,-0.0019152187563192813,-0.00140400378130201,-5.112149750172712e-4,-0.001384621290675148,-0.0024275276216529124,0.0010429063309777644,L = 2,-0.36411224942940923
2030,AFE,2,-0.002384684282001226,-0.0016110426946180922,-7.736415873831337e-4,-0.0015202574853718062,-0.00265850436229224,0.0011382468769204337,L = 2,-0.480211722487299
2031,AFE,2,-0.002999565287811201,-0.0019075299606149398,-0.0010920353271962613,-0.0016829698171095888,-0.002941918993453344,0.0012589491763437548,L = 2,-0.572486592474918
2032,AFE,2,-0.0036119959214248043,-0.002201890780810567,-0.0014101051406142373,-0.0018236823444139872,-0.0031854752936371685,0.0013617929492231813,L = 2,-0.6404064874167578
2033,AFE,2,-0.004296018480253405,-0.0025485640456208714,-0.0017474544346325338,-0.0019659565216684546,-0.003433317447165885,0.0014673609254974307,L = 2,-0.6856623586270619
2034,AFE,2,-0.005055151447414863,-0.0029551184999829783,-0.0021000329474318846,-0.0021097891534245113,-0.0036854454540395224,0.0015756563006150111,L = 2,-0.7106425503559268
2035,AFE,2,-0.0058928795178391224,-0.00342898242233991,-0.0024638970954992123,-0.0022551771270869696,-0.003941859314258077,0.0016866821871711077,L = 2,-0.7185505179165861
2036,AFE,2,-0.006930743969047137,-0.0040243680644134194,-0.002906375904633718,-0.0024334796690387247,-0.004262851527982196,0.0018293718589434715,L = 2,-0.7221943565088257
2037,AFE,2,-0.007940750795684126,-0.004644091974005948,-0.003296658821678178,-0.0025836775033460067,-0.004531312824689849,0.0019476353213438422,L = 2,-0.7098607952061105
2038,AFE,2,-0.009037750353850793,-0.005348811638010265,-0.0036889387158405285,-0.0027354188896203443,-0.004804048671852273,0.0020686297822319288,L = 2,-0.6896744483626643
2039,AFE,2,-0.010224851291842363,-0.006144977898924209,-0.004079873392918154,-0.002888701104829125,-0.005081059069469444,0.002192357964640319,L = 2,-0.6639362191412292
2040,AFE,2,-0.011505117408748822,-0.007038857675214838,-0.004466259733533984,-0.0030435215081956934,-0.005362344017541393,0.0023188225093456988,L = 2,-0.6345148516442571
2041,AFE,2,-0.012991365012482659,-0.007975541087004046,-0.005015823925478613,-0.003233646344378503,-0.005712566247112006,0.002478919902733503,L = 2,-0.628900769334858
2042,AFE,2,-0.01445863177281359,-0.00904059656061873,-0.0054180352121948605,-0.003392969536908079,-0.006005229830747749,0.00261226029383967,L = 2,-0.5993006297611023
2043,AFE,2,-0.016024632105669956,-0.010213276376508484,-0.0058113557291614715,-0.003553821529496282,-0.006302156459560719,0.0027483349300644368,L = 2,-0.5690001440211828
2044,AFE,2,-0.01769198442891695,-0.011498478246904309,-0.0061935061820126425,-0.003716200065285717,-0.006603346133550919,0.002887146068265202,L = 2,-0.5386370308331971
2045,AFE,2,-0.01946325307159469,-0.012900874366503001,-0.006562378705091687,-0.003880102969000882,-0.006908798852718357,0.0030286958837174747,L = 2,-0.5086770492185275
2046,AFE,2,-0.02136314263724337,-0.014084788494935774,-0.007278354142307597,-0.004078300359007701,-0.007279772381147057,0.0032014720221393562,L = 2,-0.5167528177597094
2047,AFE,2,-0.023322120037516658,-0.01564746775579806,-0.007674652281718597,-0.004246384772554382,-0.007595874121289005,0.003349489348734623,L = 2,-0.4904724778151281
2048,AFE,2,-0.02538771231516912,-0.01732899483693906,-0.00805871747823006,-0.004415986232763006,-0.007916227255758669,0.0035002410229956625,L = 2,-0.4650424074829678
2049,AFE,2,-0.027562019097949975,-0.01913250559605917,-0.008429513501890806,-0.004587102940199091,-0.008240831784556016,0.0036537288443569257,L = 2,-0.44058596818741197
2050,AFE,2,-0.0298470802166253,-0.021060885013982178,-0.008786195202643121,-0.004759733176279099,-0.008569687707681123,0.0038099545314020248,L = 2,-0.41718072136142553
2051,AFE,2,-0.03207492659455602,-0.022251247730791346,-0.009823678863764673,-0.004962162458162713,-0.008952486228772457,0.003990323770609744,L = 2,-0.4414888990773599
2052,AFE,2,-0.034529304863922694,-0.02426618849535145,-0.010263116368571246,-0.005138645256401822,-0.009291215658912007,0.004152570402510184,L = 2,-0.42293895353764765
2053,AFE,2,-0.03709346877940789,-0.026395550813801627,-0.010697917965606263,-0.0053166361625884865,-0.00963418461406452,0.0043175484514760346,L = 2,-0.40529246921464385
2054,AFE,2,-0.039768916839355795,-0.028640419774668247,-0.011128497064687548,-0.00549613382422899,-0.009981393094229999,0.004485259270001008,L = 2,-0.3885591465572873
2055,AFE,2,-0.042557082108183875,-0.031001622212106006,-0.011555459896077869,-0.005677136968893162,-0.010332841099408461,0.004655704130515299,L = 2,-0.37273726571526017
2056,AFE,2,-0.04502624312289283,-0.03192235421267897,-0.013103888910213857,-0.005881665378107871,-0.010721884277099473,0.004840218898991603,L = 2,-0.4104925602576402
2057,AFE,2,-0.04795829273850771,-0.03426966274603693,-0.01368862999247078,-0.0060662366384315524,-0.01108249314997105,0.005016256511539498,L = 2,-0.3994387132990908
2058,AFE,2,-0.05099890540967389,-0.036712500985749186,-0.014286404423924703,-0.006252309871179929,-0.011447329389990848,0.005195019518810918,L = 2,-0.38914277263404923
2059,AFE,2,-0.054148913125588116,-0.03924981958142415,-0.014899093544163966,-0.006439884159329038,-0.011816392997158833,0.0053765088378297955,L = 2,-0.37959648485149455
2060,AFE,2,-0.05740907704066556,-0.04188031647766377,-0.015528760563001787,-0.006628958665069674,-0.012189683971475046,0.005560725306405372,L = 2,-0.37078899753023153
2061,AFE,2,-0.060008756253625006,-0.04213474172243836,-0.017874014531186644,-0.006833017170496026,-0.012576972607529508,0.005743955437033482,L = 2,-0.42421084835244277
2062,AFE,2,-0.06337384263459567,-0.044613902263113236,-0.01875994037148243,-0.007025399006397365,-0.012958690991280863,0.005933291984883498,L = 2,-0.4204953931365279
2063,AFE,2,-0.06684164317604546,-0.047155946970721896,-0.019685696205323566,-0.007219279559189775,-0.013344624213519016,0.006125344654329242,L = 2,-0.417459460999606
2064,AFE,2,-0.07041230961342515,-0.04975779749378384,-0.02065451211964131,-0.007414658334198892,-0.013734772274243958,0.0063201139400450666,L = 2,-0.4151010125040532
2065,AFE,2,-0.074085922749899,-0.05241614395196326,-0.021669778797935746,-0.007611534915041993,-0.01412913517345567,0.006517600258413675,L = 2,-0.41341802666359817
2066,AFE,2,-0.07680231666397963,-0.05184821813190521,-0.02495409853207442,-0.007816774786173231,-0.014517546706480764,0.006700771920307533,L = 2,-0.4812913429076692
2067,AFE,2,-0.08056194280303419,-0.05426492750226575,-0.026297015300768445,-0.008016800598064476,-0.014919822508274573,0.006903021910210097,L = 2,-0.48460426487569624
2068,AFE,2,-0.0844163184484833,-0.056705491108947514,-0.027710827339535782,-0.008218324591059731,-0.015326300269271368,0.007107975678211637,L = 2,-0.48867978740004797
2069,AFE,2,-0.08836501120529883,-0.05916518035557028,-0.029199830849728547,-0.008421346679908726,-0.015736979989471173,0.007315633309562449,L = 2,-0.49353066574366394
2070,AFE,2,-0.09240752236745509,-0.06163906314958767,-0.030768459217867417,-0.008625866856671785,-0.016151861668873977,0.007525994812202192,L = 2,-0.4991714287285244
2071,AFE,2,-0.09515579526080953,-0.059935212951713335,-0.03522058230909619,-0.00883021328295157,-0.016535354188630825,0.007705140905679256,L = 2,-0.5876442340744092
2072,AFE,2,-0.0992667516569622,-0.06207930498588021,-0.03718744667108198,-0.009037726184768913,-0.01695761387340012,0.007919887688631208,L = 2,-0.5990312984261047
2073,AFE,2,-0.10346321858205565,-0.06420463121423026,-0.03925858736782539,-0.009246739217471238,-0.01738406233782527,0.008137323120354034,L = 2,-0.6114603670385097
2074,AFE,2,-0.10774430101469223,-0.06630521946612267,-0.04143908154856957,-0.009457252690649225,-0.01781469958190629,0.008357446891257067,L = 2,-0.6249746533112984
2075,AFE,2,-0.11210904589929693,-0.06837492015390412,-0.043734125745392816,-0.009669266990173033,-0.01824952560564317,0.008580258615470139,L = 2,-0.6396223300437105
2076,AFE,2,-0.11478650947620928,-0.06518205017779632,-0.04960445929841295,-0.009869970834279693,-0.018620310857938853,0.008750340023659162,L = 2,-0.7610141007088216
2077,AFE,2,-0.11920603320528878,-0.06683608662727936,-0.05236994657800942,-0.010084811501999438,-0.019061933386556366,0.008977121884556927,L = 2,-0.783557943331686
2078,AFE,2,-0.12370127184377888,-0.06842675272814647,-0.055274519115632414,-0.010301156523097914,-0.019507731209630882,0.00920657468653297,L = 2,-0.8077910599562319
2079,AFE,2,-0.12827097332670767,-0.06994708732824484,-0.05832388599846283,-0.010519006586232163,-0.019957704327162384,0.009438697740930221,L = 2,-0.8338286585796328
2080,AFE,2,-0.1329138371104166,-0.07138995943603854,-0.06152387767437806,-0.010738362455256605,-0.020411852739150853,0.00967349028389425,L = 2,-0.8618001489341096
2081,AFE,2,-0.13542066896188798,-0.06640308316586296,-0.06901758579602502,-0.010934356582246478,-0.02076680028192017,0.00983244369967369,L = 2,-1.0393732113858554
2082,AFE,2,-0.14008551459205798,-0.06732367650122295,-0.07276183809083503,-0.011156392111063684,-0.02122720015296483,0.010070808041901148,L = 2,-1.0807763608915995
2083,AFE,2,-0.14481509707643414,-0.06813299343003099,-0.07668210364640315,-0.011379938324832405,-0.0216917614010143,0.010311823076181892,L = 2,-1.1254768033221916
2084,AFE,2,-0.14960789962666743,-0.06882308130239201,-0.08078481832427542,-0.01160499627583031,-0.022160484026068565,0.010555487750238256,L = 2,-1.1738041481945052
2085,AFE,2,-0.15446236746911857,-0.06938579563166158,-0.08507657183745698,-0.01183156709039697,-0.022633368028127664,0.010801800937730694,L = 2,-1.2261381607424489
2086,AFE,2,-0.15680608678332875,-0.06250499019233491,-0.09430109659099384,-0.012024113019062317,-0.022974046406581957,0.01094993338751964,L = 2,-1.5086970864377183
2087,AFE,2,-0.16166189032915956,-0.06245092811742525,-0.09921096221173431,-0.012253265392345648,-0.02345273710017934,0.011199471707833688,L = 2,-1.5886227026953048
2088,AFE,2,-0.16657127596186516,-0.06223479408920907,-0.1043364818726561,-0.012483936700410399,-0.023935574846124838,0.011451638145714439,L = 2,-1.6764975830577555
2089,AFE,2,-0.17153255314982807,-0.06184752118662096,-0.10968503196320711,-0.012716128343797976,-0.024422559644418473,0.011706431300620499,L = 2,-1.7734749891145922
2090,AFE,2,-0.1765440035286654,-0.06127979699195263,-0.11526420653671277,-0.012949841795925584,-0.024913691495060186,0.0119638496991346,L = 2,-1.88094954935718
2091,AFE,2,-0.1786671249779731,-0.05229699197409399,-0.12637013300387911,-0.013137809732289913,-0.025234155700861412,0.0120963459685715,L = 2,-2.416393911651329
2092,AFE,2,-0.18366525731586136,-0.0510280682092944,-0.13263718910656697,-0.01337401887118506,-0.02573063281960383,0.01235661394841877,L = 2,-2.5992986558407094
2093,AFE,2,-0.18870618014996365,-0.04954306266339237,-0.13916311748657129,-0.013611757106849906,-0.026231242563210258,0.012619485456360355,L = 2,-2.8089324721824203
2094,AFE,2,-0.19378810948408753,-0.047831541768746155,-0.14595656771534138,-0.013851026171985397,-0.026735984931680685,0.01288495875969529,L = 2,-3.051471107099282
2095,AFE,2,-0.19890924274941046,-0.04588274097071454,-0.15302650177869592,-0.014091827870936687,-0.027244859925015068,0.013153032054078383,L = 2,-3.335164781815623
2096,AFE,2,-0.20069146877983057,-0.034398507797177125,-0.16629296098265345,-0.01427368716470875,-0.027542511898635078,0.013268824733926326,L = 2,-4.83430740551775
2097,AFE,2,-0.20575488059659042,-0.03157283178897019,-0.17418204880762023,-0.014516898291834784,-0.028056287923439737,0.013539389631604953,L = 2,-5.516833268926795
2098,AFE,2,-0.21084978941708488,-0.028468011998759257,-0.18238177741832562,-0.01476165044559877,-0.02857418188619493,0.01381253144059616,L = 2,-6.406551234637477
2099,AFE,2,-0.21597439083408554,-0.025071688195892228,-0.1909027026381933,-0.015007945675402002,-0.029096193786900676,0.014088248111498673,L = 2,-7.614273962990295
2100,AFE,2,-0.22112687046902446,-0.021371035990479403,-0.19975583447854506,-0.015255786101006885,-0.02962232362555696,0.014366537524550074,L = 2,-9.347035612477299
2021,IFE,0,-7.469157774575574e-5,-1.3910971937802774e-4,6.4418141632272e-5,-2.4404752421009824e-4,-4.768225126765562e-4,2.32774988466458e-4,L = 0,0.46307434103304496
2022,IFE,0,-2.3033108799375146e-4,-4.291048798209518e-4,1.9877379182720034e-4,-4.907765806608935e-4,-9.591747975870362e-4,4.6839821692614276e-4,L = 0,0.4632289241505262
2023,IFE,0,-4.731004818310236e-4,-8.815921435390006e-4,4.08491661707977e-4,-7.401867193065964e-4,-0.0014470568547314453,7.068701354248488e-4,L = 0,0.4633567400772847
2024,IFE,0,-8.090973811082369e-4,-0.0015079764635703707,6.988790824621338e-4,-9.92277597542119e-4,-0.0019404686841097757,9.481910865676567e-4,L = 0,0.4634549008858056
2025,IFE,0,-0.0012443246421254273,-0.0023194266245033512,0.001075101982377924,-0.0012470489802030949,-0.0024394102857220263,0.0011923613055189312,L = 0,0.46352058350116204
2026,IFE,0,-0.0018339456356137873,-0.003367148954048549,0.0015332033184347615,-0.0015290155821808089,-0.0029828262131576674,0.0014538106309768585,L = 0,0.4553416968950211
2027,IFE,0,-0.0025035060721474434,-0.004597208090363236,0.002093702018215793,-0.0017932173206334874,-0.0034992692851031036,0.001706051964469616,L = 0,0.45542902932861684
2028,IFE,0,-0.0032930993951424403,-0.006047300451085924,0.0027542010559434837,-0.002060095037699291,-0.0040212281769778195,0.0019611331392785283,L = 0,0.4554430655829093
2029,IFE,0,-0.0042084708403600235,-0.007727467056034887,0.0035189962156748633,-0.002329648986403676,-0.004548702888781818,0.0022190539023781426,L = 0,0.4553880579699978
2030,IFE,0,-0.005255224024153349,-0.009647314982494493,0.004392090958341144,-0.002601879526653796,-0.005081693420515109,0.0024798138938613126,L = 0,0.45526563259422953
2031,IFE,0,-0.00654765505646282,-0.011875101573273095,0.005327446516810275,-0.002914475200768543,-0.0056787131788261025,0.0027642379780575595,L = 0,0.4486232377835475
2032,IFE,0,-0.007892154661705453,-0.014307302081133733,0.00641514741942828,-0.0031954646837493578,-0.006227972543166058,0.0030325078594167,L = 0,0.4483827477080804
2033,IFE,0,-0.009384842520579029,-0.017003204196477606,0.007618361675898577,-0.0034791290447783616,-0.006782734026125896,0.003303604981347535,L = 0,0.4480544718434189
2034,IFE,0,-0.011030636562295304,-0.01996999426994084,0.008939357707645534,-0.0037654691200588925,-0.007342997627705629,0.0035775285076467367,L = 0,0.4476394728415722
2035,IFE,0,-0.012834286851531651,-0.023214275181889343,0.010379988330357692,-0.004054485852003131,-0.007908763347905258,0.003854277495902127,L = 0,0.44713816171420495
2036,IFE,0,-0.014970161641208346,-0.026790482129432802,0.011820320488224456,-0.004395366472914848,-0.008554771103606567,0.0041594046306917196,L = 0,0.44121342912445416
2037,IFE,0,-0.017116651741841737,-0.030595572239275892,0.013478920497434155,-0.004692791254163409,-0.009136097248981108,0.0044433059948176985,L = 0,0.4405513448815678
2038,IFE,0,-0.0194326050632061,-0.03468813876982657,0.015255533706620472,-0.004992893767182019,-0.009722911976873203,0.004730018209691184,L = 0,0.43979107117417543
2039,IFE,0,-0.02192180909828456,-0.03907162711779322,0.017149818019508656,-0.005295675421518426,-0.010315215287282836,0.005019539865764411,L = 0,0.4389327828043954
2040,IFE,0,-0.02458786069361718,-0.04374880670248549,0.019160946008868307,-0.005601137732163479,-0.01091300718021003,0.00531186944804655,L = 0,0.4379764261725503
2041,IFE,0,-0.027595357611512217,-0.04862410093094671,0.021028743319434495,-0.0059644423464206625,-0.011596831592156534,0.0056323892457358716,L = 0,0.4324757253465389
2042,IFE,0,-0.03061656911558641,-0.05384483867351575,0.023228269557929337,-0.006277879606625421,-0.012209288945667692,0.005931409339042271,L = 0,0.43139268554173327
2043,IFE,0,-0.03381938632770276,-0.05935347539011815,0.025534089062415388,-0.006594001364719185,-0.01282722150624196,0.0062332201415227755,L = 0,0.430203773150352
2044,IFE,0,-0.03720623299356329,-0.0651493879630789,0.027943154969515605,-0.006912809591424371,-0.013450629273879331,0.006537819682454959,L = 0,0.42890894056213386
2045,IFE,0,-0.04077932726288502,-0.07123127017035402,0.030451942907469,-0.007234306362042333,-0.014079512248579814,0.006845205886537481,L = 0,0.42750807102893545
2046,IFE,0,-0.0445706319496707,-0.07714293209459155,0.03257230014492085,-0.007613591194035483,-0.014789808192389252,0.007176216998353769,L = 0,0.42223311015688597
2047,IFE,0,-0.04848415869489475,-0.0836893526237591,0.03520519392886434,-0.007942576375607774,-0.015432383742447953,0.007489807366840179,L = 0,0.42066514825530765
2048,IFE,0,-0.05258236256793436,-0.0905010268534382,0.037918664285503834,-0.008274256172394058,-0.016080421275723573,0.0078061651033295145,L = 0,0.4189860115831744
2049,IFE,0,-0.05686627739746408,-0.0975735397677977,0.04070726237033362,-0.008608633102101828,-0.01673392079221608,0.008125287690114252,L = 0,0.4171957117391398
2050,IFE,0,-0.061336729137148494,-0.10490187372002902,0.04356514458288052,-0.008945709786080492,-0.01739288229192553,0.008447172505845039,L = 0,0.41529424630822953
2051,IFE,0,-0.06572119219549677,-0.11139173163129212,0.045670539435795354,-0.009334287158351166,-0.018117577797164514,0.00878329063881335,L = 0,0.4099993668018857
2052,IFE,0,-0.07047853622587275,-0.11902209586762491,0.048543559641752165,-0.009678334463401668,-0.018789196751158713,0.009110862287757046,L = 0,0.40785334259062106
2053,IFE,0,-0.07541321940356671,-0.1268717059219715,0.05145848651840479,-0.010025089534157806,-0.01946626451518649,0.009441174981028685,L = 0,0.40559466072011935
2054,IFE,0,-0.08052482377142456,-0.13493295528055504,0.054408131509130486,-0.010374555419041828,-0.020148781089247846,0.009774225670206018,L = 0,0.40322344823771267
2055,IFE,0,-0.08581273191842653,-0.14319779188475723,0.0573850599663307,-0.010726735269108799,-0.020836746473342795,0.010110011204233995,L = 0,0.400739838310587
2056,IFE,0,-0.09058606931490731,-0.14978591027832489,0.05919984096341757,-0.0111210357371749,-0.021568249027568962,0.010447213290394062,L = 0,0.3952297038714476
2057,IFE,0,-0.09609088223096973,-0.15816621063540892,0.06207532840443919,-0.011479742778227974,-0.022267925888733355,0.010788183110505379,L = 0,0.3924689613227813
2058,IFE,0,-0.10175656063994187,-0.16670371442349896,0.06494715378355709,-0.011841173706618704,-0.022973038362471852,0.011131864655853148,L = 0,0.38959632068283406
2059,IFE,0,-0.10758129012170858,-0.17538862337144534,0.06780733324973676,-0.012205332083679162,-0.023683586448784436,0.011478254365105276,L = 0,0.3866119246864237
2060,IFE,0,-0.11356307811608235,-0.18421088754655135,0.070647809430469,-0.012572221572286251,-0.024399570147671135,0.011827348575384884,L = 0,0.3835159277033276
2061,IFE,0,-0.11848272462335252,-0.1903375881986633,0.07185486357531079,-0.01296801612456955,-0.025127208957802065,0.012159192833232515,L = 0,0.377512735426241
2062,IFE,0,-0.12459029335925076,-0.19906827893571344,0.07447798557646268,-0.013341023827226623,-0.025853937053118416,0.012512913225891795,L = 0,0.37413286523923983
2063,IFE,0,-0.1308342004374896,-0.20788521398681936,0.07705101354932975,-0.01371677450363535,-0.0265860874979704,0.012869312994335051,L = 0,0.37064210614909365
2064,IFE,0,-0.1372114611592372,-0.21677765389285342,0.0795661927336162,-0.014095272207345862,-0.027323660292358005,0.013228388085012144,L = 0,0.36704056578148664
2065,IFE,0,-0.14371895174593874,-0.22573480894248033,0.08201585719654159,-0.014476521092269622,-0.028066655436281222,0.0135901343440116,L = 0,0.3633283567597238
2066,IFE,0,-0.1486945753657849,-0.23117949166081697,0.08248491629503207,-0.0148765674936663,-0.02879378455234052,0.013917217058674219,L = 0,0.3568003186720935
2067,IFE,0,-0.15526894380479206,-0.23991499713949294,0.08464605333470088,-0.015263699104288065,-0.029546846550005196,0.014283147445717133,L = 0,0.35281684906711114
2068,IFE,0,-0.16195205996966078,-0.24866870670350605,0.08671664673384527,-0.015653595534816617,-0.0303053174906303,0.014651721955813683,L = 0,0.3487236005020918
2069,IFE,0,-0.16874013597789594,-0.25743012013328537,0.08868998415538942,-0.016046261311236123,-0.03106919737421585,0.015022936062979726,L = 0,0.3445206182923345
2070,IFE,0,-0.17562929156667995,-0.2661888506788559,0.09055955911217595,-0.016441701058634517,-0.03183848620076184,0.015396785142127322,L = 0,0.3402079346344664
2071,IFE,0,-0.18047488599811734,-0.2706389784460371,0.09016409244791979,-0.016842139331616504,-0.032557216367121423,0.015715077035504923,L = 0,0.3331526484678099
2072,IFE,0,-0.187380504822946,-0.27907706069208515,0.09169655586913916,-0.01724321302255151,-0.03333587448175372,0.01609266145920221,L = 0,0.3285707382818933
2073,IFE,0,-0.19436675629877154,-0.28747396931328273,0.09310721301451119,-0.017647075768769806,-0.03411992803189063,0.01647285226312082,L = 0,0.32388050033512783
2074,IFE,0,-0.20142942670598907,-0.2958203183917185,0.09439089168572945,-0.01805373254730648,-0.034909377017532155,0.016855644470225674,L = 0,0.3190818406217087
2075,IFE,0,-0.20856425736102857,-0.30410693938318056,0.09554268202215199,-0.018463188432978533,-0.0357042214386783,0.01724103300569977,L = 0,0.3141746196780021
2076,IFE,0,-0.2130811516156843,-0.30730609911438356,0.09422494749869925,-0.01885887148200923,-0.03640423445161046,0.017545362969601224,L = 0,0.30661593691190436
2077,IFE,0,-0.22019119491189965,-0.3152068457811604,0.09501565086926078,-0.019273679851210885,-0.037207692302437784,0.017934012451226902,L = 0,0.3014390459502506
2078,IFE,0,-0.22735501321235496,-0.3230183171486063,0.09566330393625133,-0.0196913035756722,-0.03801653198609391,0.018325228410421703,L = 0,0.29615442486576055
2079,IFE,0,-0.23456827726926832,-0.33073261607773974,0.09616433880847142,-0.020111748060558137,-0.0388307535025788,0.018719005442020663,L = 0,0.29076158241939976
2080,IFE,0,-0.2418266551099686,-0.3383420975901059,0.09651544248013733,-0.020535018807428727,-0.039650356851892464,0.019115338044463734,L = 0,0.28525992824299296
2081,IFE,0,-0.24584721637719076,-0.3401349699607714,0.09428775358358066,-0.020924104391058483,-0.04032718173585086,0.01940307734479238,L = 0,0.2772068793586707
2082,IFE,0,-0.25302114839433953,-0.3472898933218488,0.09426874492750925,-0.021352477257019,-0.041154689991500445,0.019802212734481444,L = 0,0.2714410834874088
2083,IFE,0,-0.26022302897097005,-0.35431684020600906,0.09409381123503902,-0.021783693623483015,-0.04198756621217317,0.020203872588690157,L = 0,0.2655640391812323
2084,IFE,0,-0.26744865053654343,-0.3612093774156502,0.09376072687910675,-0.0222177593009578,-0.04282581039786905,0.020608051096911245,L = 0,0.25957445388028944
2085,IFE,0,-0.27469383785999657,-0.36796130444319264,0.09326746658319607,-0.02265468019488979,-0.043669422548588084,0.021014742353698292,L = 0,0.253470855377933
2086,IFE,0,-0.2782126962673296,-0.3684471783743012,0.0902344821069716,-0.023039065685762472,-0.04432538110417911,0.02128631541841663,L = 0,0.24490479885098604
2087,IFE,0,-0.28533545588179343,-0.37471375180975885,0.08937829592796542,-0.02348091709716664,-0.045176331075705116,0.021695413978538473,L = 0,0.2385241947921424
2088,IFE,0,-0.29246293119496614,-0.3808226649287354,0.08835973373376926,-0.02392564176274844,-0.046032634876727534,0.0221069931139791,L = 0,0.23202330604535923
2089,IFE,0,-0.2995912161888482,-0.3867687014040301,0.08717748521518187,-0.02437324587610824,-0.04689429250724637,0.022521046631138124,L = 0,0.2253995343954
2090,IFE,0,-0.3067164631411464,-0.3925468215465384,0.085830358405392,-0.024823735724265477,-0.04776130396726157,0.02293756824299609,L = 0,0.2186499894897668
2091,IFE,0,-0.30965319928504453,-0.3917768103190691,0.08212361103402455,-0.02520080260174451,-0.0483892945148969,0.02318849191315239,L = 0,0.20961835634718096
2092,IFE,0,-0.3166279732448817,-0.3970653635658904,0.08043739032100872,-0.0256560561071199,-0.04926306814030733,0.02360701203318743,L = 0,0.20257972037306815
2093,IFE,0,-0.32358739025972727,-0.40217384060961037,0.0785864503498831,-0.02611421420657543,-0.050142181606441266,0.024027967399865832,L = 0,0.19540418200935863
2094,IFE,0,-0.33052796926172456,-0.40709787862512736,0.0765699093634028,-0.026575283453906598,-0.05102663491329869,0.024451351459392097,L = 0,0.18808722271410203
2095,IFE,0,-0.3374463048526324,-0.4118332180435801,0.0743869131909477,-0.027039270494749038,-0.05191642806087959,0.02487715756613055,L = 0,0.18062387862815887
2096,IFE,0,-0.3396762523426251,-0.40971512999313897,0.07003887765051386,-0.02740700486351495,-0.052512864713939504,0.025105859850424555,L = 0,0.17094530448921114
2097,IFE,0,-0.3463845977216512,-0.4139092168751659,0.06752461915351471,-0.027875595569069597,-0.053408866434142756,0.025533270865073163,L = 0,0.16313871834818305
2098,IFE,0,-0.35306008751812,-0.41790428687587633,0.06484419935775632,-0.028347123611871496,-0.05431019394587762,0.02596307033400612,L = 0,0.15516519306971358
2099,IFE,0,-0.35969977509878404,-0.4216963884882363,0.06199661338945228,-0.02882159588343438,-0.05521684724914411,0.026395251365709735,L = 0,0.1470171789037784
2100,IFE,0,-0.36630079875769384,-0.42528158726210963,0.05898078850441579,-0.02929901936546742,-0.05612882634394222,0.026829806978474802,L = 0,0.13868643804713968
2021,IFE,1,-1.469976883595736e-4,-2.199883960390947e-4,7.29907076795211e-5,-3.530357066957376e-4,-6.294339202896774e-4,2.7639821359393975e-4,L = 1,0.3317934445349096
2022,IFE,1,-4.4701310053707477e-4,-5.744928717112963e-4,1.274797711742215e-4,-6.280067872396144e-4,-9.812747441793799e-4,3.5326795693976543e-4,L = 1,0.22189965698701436
2023,IFE,1,-9.044512020423001e-4,-0.0010708897725055788,1.664385704632787e-4,-9.049510950930395e-4,-0.0013368971657711137,4.3194607067807423e-4,L = 1,0.1554208236332854
2024,IFE,1,-0.001523636446462917,-0.0017164287262156908,1.927922797527737e-4,-0.0011838626284652596,-0.0016963011850648798,5.124385565996202e-4,L = 1,0.11232175085873441
2025,IFE,1,-0.002308802698992918,-0.0025182143203819063,2.094116213889885e-4,-0.0014647354038033599,-0.00205948680206067,5.947513982573101e-4,L = 1,0.08315877631782732
2026,IFE,1,-0.0033028288075861445,-0.003525136297696907,2.2230749011076245e-4,-0.0017668102704166018,-0.00245852644524141,6.917161748248085e-4,L = 1,0.06306351622659345
2027,IFE,1,-0.004445551441571771,-0.004677363160517145,2.318117189453739e-4,-0.002054405533813255,-0.0028339808410637974,7.795753072505425e-4,L = 1,0.049560342224900925
2028,IFE,1,-0.005768454227439546,-0.0060103714547686815,2.419172273291359e-4,-0.002343935341432871,-0.0032132073347917833,8.692719933589123e-4,L = 1,0.04024996277679255
2029,IFE,1,-0.007275358729713188,-0.0075310164669514235,2.5565773723823515e-4,-0.002635393825021349,-0.003596205926425367,9.608121014040176e-4,L = 1,0.033947308223285046
2030,IFE,1,-0.008969932668185798,-0.009245926649786407,2.759939816006085e-4,-0.0029287751344675844,-0.003982976615964562,0.0010542014814969784,L = 1,0.02985033215756523
2031,IFE,1,-0.010931735485519067,-0.011232714075230521,3.0097858971145364e-4,-0.0032518739561283854,-0.004419885927377419,0.0011680119712490337,L = 1,0.02679482337889713
2032,IFE,1,-0.013025219742638261,-0.013370227533191614,3.450077905533533e-4,-0.003551400933529124,-0.00481808758033561,0.0012666866468064863,L = 1,0.025804182441687758
2033,IFE,1,-0.01531664340780381,-0.01572178847799388,4.051450701900716e-4,-0.0038528259559116452,-0.005220052263462796,0.0013672263075511508,L = 1,0.0257696553262475
2034,IFE,1,-0.017808865102276195,-0.01829305544701343,4.841903447372342e-4,-0.004156143290616266,-0.005625779976759005,0.00146963668614274,L = 1,0.026468533162199777
2035,IFE,1,-0.020504549697199503,-0.02108938922450332,5.848395273038154e-4,-0.004461347223012072,-0.006035270720224235,0.0015739234972121628,L = 1,0.027731458748189
