ssp,spec,estimator,method,L,component,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975
SSP585,Interactive,AFE,Country resampling,0,IE,2039,0.020665497763174723,-0.02718648303422408,-0.015719975485106497,-0.004674984830249839,0.008580563324814161,0.019165049112059185,0.026816986162462142,0.03275665970355018,0.03631540160347775,0.040655453548114694
SSP585,Interactive,AFE,Country resampling,0,IE,2040,0.02297391749998645,-0.029763035341029816,-0.017018947654652207,-0.004898458760806367,0.00973694250728932,0.02127613663280503,0.02979763391072021,0.03625861282690326,0.04015529377255892,0.04494692869669485
SSP585,Interactive,AFE,Country resampling,0,IE,2041,0.025066717468811173,-0.03266469265794814,-0.0193730548470406,-0.005362262201257293,0.01045764864330248,0.023126183393352817,0.03252397273910315,0.03967828012886104,0.0437449080585595,0.04901445423554923
SSP585,Interactive,AFE,Country resampling,0,IE,2042,0.02755433912107108,-0.03568120937394574,-0.02122027322326255,-0.005654930523767953,0.01164294600000429,0.02548080234169675,0.03565001679111365,0.043478331731079095,0.04790482045738291,0.05379558704375736
SSP585,Interactive,AFE,Country resampling,0,IE,2043,0.030143367606199734,-0.03889886977872124,-0.022984208597766714,-0.005800758327330333,0.01280975851355895,0.027942006629537552,0.0389390528350283,0.047546866590371814,0.05233807695642775,0.05887101302234859
SSP585,Interactive,AFE,Country resampling,0,IE,2044,0.03282854519649758,-0.04229825730684888,-0.024830267328555353,-0.006203709450147352,0.013858584815913011,0.030290194496870315,0.04236808335337844,0.05176359354903194,0.05703138540859817,0.06421808282280538
SSP585,Interactive,AFE,Country resampling,0,IE,2045,0.035604100191801824,-0.04573651305255581,-0.02674673675370663,-0.006683870508378651,0.015030926766679248,0.03292188227572895,0.045911851613217675,0.055634202596225805,0.061539025846705765,0.06959007423397591
SSP585,Interactive,AFE,Country resampling,0,IE,2046,0.03788810639713969,-0.049352427265434214,-0.029641384748227514,-0.007657547206676607,0.01588019448974895,0.03498438970964041,0.04887950935039234,0.05920681414150583,0.06552278045119599,0.07403055928891211
SSP585,Interactive,AFE,Country resampling,0,IE,2047,0.04075823538864698,-0.05328230257068114,-0.03211187972371963,-0.00830395756509712,0.017193745152476625,0.037523029317548195,0.05252023507401418,0.06357843285199169,0.070186380299994,0.07953277427495277
SSP585,Interactive,AFE,Country resampling,0,IE,2048,0.043693164196863754,-0.05741842254537504,-0.03420169097684643,-0.008965231862513245,0.01852544421995192,0.040014967141322966,0.056247053008784936,0.06789141489812621,0.07518503929810348,0.08516374412410999
SSP585,Interactive,AFE,Country resampling,0,IE,2049,0.04668527594479843,-0.06177244382704643,-0.03645900200762255,-0.009762807361089785,0.01966764077269803,0.04249462448175184,0.06000146852618615,0.07204773766810749,0.08035942940898501,0.09111661839729966
SSP585,Interactive,AFE,Country resampling,0,IE,2050,0.0497265890164974,-0.06635691380322721,-0.0390572869159482,-0.01068117884098217,0.020913004430083038,0.04534500400609981,0.06384536332779928,0.07668398634883158,0.08577032581211268,0.0972968007488181
SSP585,Interactive,AFE,Country resampling,0,IE,2051,0.05190513778127559,-0.07286605990426574,-0.04282479584063825,-0.012745798781303707,0.021192535118732675,0.047161240489175416,0.06698511859004017,0.08001567518195767,0.09035514062460448,0.10255452694269544
SSP585,Interactive,AFE,Country resampling,0,IE,2052,0.05491885787411288,-0.0800019272979578,-0.046274314429794766,-0.013661535290342308,0.02224792356445013,0.04983321979043054,0.07082594679878568,0.08481310865267716,0.09555074656512041,0.10852337263604635
SSP585,Interactive,AFE,Country resampling,0,IE,2053,0.057949838782752505,-0.08749512554692522,-0.04965024929352113,-0.014400897437078074,0.02290587319823631,0.05272107352284672,0.07473339883924829,0.08938898816371496,0.10100527507316333,0.11468513140889716
SSP585,Interactive,AFE,Country resampling,0,IE,2054,0.06098914322005333,-0.09414724759224703,-0.053241925147530476,-0.016360775766985667,0.02411263031041927,0.055417396583131495,0.07846207075518566,0.09367550336052533,0.10664776926701657,0.12117102393111834
SSP585,Interactive,AFE,Country resampling,0,IE,2055,0.06402767177535718,-0.10070357161218486,-0.05722239161916896,-0.01820646906634934,0.025020326224342,0.05815462756876155,0.08231290664211852,0.0983303027186183,0.11253453078142835,0.1275227686580426
SSP585,Interactive,AFE,Country resampling,0,IE,2056,0.06581587653570953,-0.11058628106431305,-0.0632123951381992,-0.021408676705765236,0.024319623907449878,0.05977777640226806,0.08527300143949765,0.10190729874314876,0.1170652253628923,0.13127136133146472
SSP585,Interactive,AFE,Country resampling,0,IE,2057,0.06870571995348329,-0.11959152165023734,-0.06779441762695688,-0.02333052147053088,0.02503125197124187,0.06231148605216147,0.08932079990505348,0.10677975031676214,0.12241806719860553,0.13680879850798383
SSP585,Interactive,AFE,Country resampling,0,IE,2058,0.07156177475585113,-0.1286413360685963,-0.0728413318774768,-0.025217488720057257,0.02560846907218678,0.06465131321215223,0.09269218015135833,0.11151257991576434,0.12821960710843078,0.1423215638477042
SSP585,Interactive,AFE,Country resampling,0,IE,2059,0.0743749154055714,-0.1397321377071067,-0.07896299709684794,-0.02725279308657612,0.02574571614120716,0.06690670745859606,0.0967888681891243,0.11642498271222448,0.13406234327919161,0.14886963723825675
SSP585,Interactive,AFE,Country resampling,0,IE,2060,0.0771360427440746,-0.15206715483224026,-0.0861019007978275,-0.030764874614547747,0.026355458049974356,0.0688571953445305,0.10053009288929957,0.12120692118697489,0.13993943295271832,0.1542275207074856
SSP585,Interactive,AFE,Country resampling,0,IE,2061,0.07822650184456215,-0.17093836052171493,-0.0972102117404284,-0.03587785454039809,0.025418588921828134,0.06967244683835744,0.10258944295843775,0.12477385349547214,0.14368927934021555,0.15784372115961157
SSP585,Interactive,AFE,Country resampling,0,IE,2062,0.08072766000769793,-0.18187617899560243,-0.10661730959984383,-0.03983985720831055,0.02487671948661216,0.07181477164536643,0.10552405443574375,0.12881270164952421,0.14897060994158318,0.1642112002045777
SSP585,Interactive,AFE,Country resampling,0,IE,2063,0.08314689290935962,-0.19899000181648,-0.11692287802777213,-0.0438919614986048,0.024113064955955027,0.07362844381416678,0.10913870643452878,0.1340481054059198,0.15546636596076283,0.17069697508844311
SSP585,Interactive,AFE,Country resampling,0,IE,2064,0.08547587924142064,-0.21454341157698126,-0.12712932737710247,-0.04697735543769482,0.023612704519055033,0.07540920307316384,0.11288936332950764,0.1387532644385829,0.16180193150046884,0.17838104797203852
SSP585,Interactive,AFE,Country resampling,0,IE,2065,0.08770645592169724,-0.23048890122434235,-0.13577475156489283,-0.052355921190375264,0.023131483973208244,0.07756621343743303,0.11581558699922928,0.14281077730677608,0.16748476585610272,0.18506314166742874
SSP585,Interactive,AFE,Country resampling,0,IE,2066,0.0879913788951604,-0.2550520746699634,-0.14944893245221022,-0.05963988564738364,0.0206787644112654,0.07761622187105649,0.11651106458063973,0.14431665676640687,0.1700452244431223,0.19090088390532428
SSP585,Interactive,AFE,Country resampling,0,IE,2067,0.08989954112838061,-0.2759321989228502,-0.15957782946545332,-0.06412161136696985,0.0194718171180103,0.07880412132642117,0.11920019594621062,0.14799698199867453,0.1752093028373983,0.19797603897807314
SSP585,Interactive,AFE,Country resampling,0,IE,2068,0.09168622703738538,-0.298400886761648,-0.170411061152523,-0.07004320086677406,0.01853198003872769,0.07968879480059865,0.12183153747292899,0.1522962109312704,0.18110667731296423,0.20345207974488308
SSP585,Interactive,AFE,Country resampling,0,IE,2069,0.09334446418827202,-0.32207732983200776,-0.18231120331224435,-0.07602757457472574,0.01653206855342737,0.08085011074311677,0.12448420825787715,0.15703960094225589,0.1869401756670841,0.2110754603331368
SSP585,Interactive,AFE,Country resampling,0,IE,2070,0.09486748508469744,-0.3475539453052699,-0.1991350333789094,-0.08277458538997821,0.013783851101421718,0.08169674518336051,0.12713987304276259,0.16089042786972732,0.19201890049556178,0.2170569990034484
SSP585,Interactive,AFE,Country resampling,0,IE,2071,0.09426856160346286,-0.3842149504349461,-0.22429736621081584,-0.09843546684255247,0.008509754588071544,0.08105378113908085,0.12688263727694032,0.16468388911613763,0.19552634465558869,0.22107862321926655
SSP585,Interactive,AFE,Country resampling,0,IE,2072,0.09542924274286668,-0.4153665366751359,-0.24348042136787473,-0.10780285244155943,0.006344237720967344,0.08194727787568545,0.12956659954744806,0.16899468082847297,0.20000159550329902,0.22684109855586418
SSP585,Interactive,AFE,Country resampling,0,IE,2073,0.09643862707775508,-0.44900040936669794,-0.2651795494179207,-0.11606695449778351,0.0033955534421295785,0.08244429716280105,0.13202746336071328,0.17273200867142546,0.2057992731813378,0.23241914676241499
SSP585,Interactive,AFE,Country resampling,0,IE,2074,0.09729114041578357,-0.48534736656054217,-0.29045735699734787,-0.1268573347502937,0.0017522822805632332,0.08317154475587218,0.13374156370620466,0.1763402368358871,0.2114880892523412,0.24137676831186913
SSP585,Interactive,AFE,Country resampling,0,IE,2075,0.09798137233317117,-0.5246650807780535,-0.3160771439061976,-0.13632832152987082,-0.0015634272578286534,0.08377128762235841,0.13510234735179757,0.18056173951980342,0.21668829055862324,0.2511247146896747
SSP585,Interactive,AFE,Country resampling,0,IE,2076,0.09650422750528154,-0.5761065373501176,-0.35154631116481116,-0.1506431889345796,-0.008221696288774144,0.08272257357783325,0.135497818061641,0.1833766137527332,0.2211378071323579,0.2552678443192205
SSP585,Interactive,AFE,Country resampling,0,IE,2077,0.09681476481118256,-0.6228671183126946,-0.3814777842096405,-0.162791154264276,-0.012152045931604294,0.0817288543798827,0.13741914825929977,0.18729015787583664,0.22561483414588618,0.2599050169147381
SSP585,Interactive,AFE,Country resampling,0,IE,2078,0.09695185926043104,-0.6732958569704643,-0.4102510759046635,-0.17586733670439067,-0.016526726414836296,0.08159289146008686,0.13923157474978065,0.1911555260126772,0.22875178882928332,0.2670163784913863
SSP585,Interactive,AFE,Country resampling,0,IE,2079,0.09691080327622426,-0.728061149069342,-0.4411093668929694,-0.1953607758461632,-0.021559600937275242,0.08116408288883042,0.14054503939634486,0.19445846771813755,0.23262421846243056,0.2754257145534772
SSP585,Interactive,AFE,Country resampling,0,IE,2080,0.0966869326970079,-0.7876137443465016,-0.47371149724847295,-0.20885826575266278,-0.02652013431010619,0.08084333464744803,0.14167172894745247,0.19720754171162758,0.2379525764991702,0.28255025282764556
SSP585,Interactive,AFE,Country resampling,0,IE,2081,0.09437752566144675,-0.8650836584247353,-0.5172639940609612,-0.22516317299038574,-0.03513879487607241,0.0785341109796005,0.14101068333065184,0.19958978712589712,0.2416517775808095,0.2844103071713688
SSP585,Interactive,AFE,Country resampling,0,IE,2082,0.09376065685702173,-0.9359950327445719,-0.5568092436595096,-0.2434173797171683,-0.040200466964121245,0.07707741247725114,0.14156653433734467,0.20304194878905416,0.24666032619224026,0.2917512894577393
SSP585,Interactive,AFE,Country resampling,0,IE,2083,0.09295120990887917,-1.0131653727376568,-0.5989448718657031,-0.26260698930881227,-0.048283944553044245,0.0763342850962595,0.14233348675633875,0.2065723462181914,0.2507317326062092,0.29711614290330945
SSP585,Interactive,AFE,Country resampling,0,IE,2084,0.09194447694722929,-1.0989482391953158,-0.6477118295684208,-0.2857574916583008,-0.05651087217819897,0.07503275935578296,0.142222569091072,0.21056691702643518,0.25330369307046435,0.30228952708559287
SSP585,Interactive,AFE,Country resampling,0,IE,2085,0.09073562217853381,-1.198786817769328,-0.6986659394735599,-0.30560056928528045,-0.06427910502557993,0.07426307675780391,0.14277081458404955,0.21397184775576777,0.25929396256848836,0.3073129441627308
SSP585,Interactive,AFE,Country resampling,0,IE,2086,0.08767848668557587,-1.3277370798779293,-0.7621851660464026,-0.3348973133196187,-0.07637684532335096,0.07187638899861004,0.14259182133958678,0.2166104966355444,0.26602113343884426,0.3104963675684261
SSP585,Interactive,AFE,Country resampling,0,IE,2087,0.08606425786799443,-1.455986170103373,-0.8228364854212775,-0.3585047469150739,-0.08258102114748175,0.06948124881294898,0.14332680793991723,0.21914365869839833,0.27163956956128193,0.3153093815210859
SSP585,Interactive,AFE,Country resampling,0,IE,2088,0.08423667568129134,-1.5935868896504126,-0.8881612982066305,-0.38327775839415934,-0.09214536649428731,0.06646394862880894,0.14422145963267294,0.22063588817907337,0.2765084972540029,0.3199928882662488
SSP585,Interactive,AFE,Country resampling,0,IE,2089,0.08219002870525749,-1.7254535006876108,-0.9588336743928229,-0.4096421003721274,-0.10058483308762631,0.06293114768945901,0.14487615599542664,0.22348522708562993,0.2814819629361175,0.3262883841295453
SSP585,Interactive,AFE,Country resampling,0,IE,2090,0.07991827411827979,-1.8698670985203152,-1.035470296725734,-0.4433275359271596,-0.1104100479009375,0.05986542018871144,0.14497201443390997,0.2263916721375515,0.28575747506091825,0.3304985656751498
SSP585,Interactive,AFE,Country resampling,0,IE,2091,0.07621249422737375,-2.045235690398508,-1.1277665747554049,-0.4885510089790126,-0.12424943377388337,0.05648851542826894,0.14318435434069046,0.22622032373015236,0.290668856620602,0.3344806337961731
SSP585,Interactive,AFE,Country resampling,0,IE,2092,0.07352463415893173,-2.2199113471391274,-1.21966560085187,-0.5213041133604954,-0.13474755339599193,0.052932705440393746,0.14237577155337677,0.22784472733240788,0.2963065270154882,0.3407437636815127
SSP585,Interactive,AFE,Country resampling,0,IE,2093,0.07059640112251675,-2.414030878810454,-1.3199701447033374,-0.5496084876792594,-0.14691292683946997,0.04878848882436404,0.14172623141087437,0.23053956661974084,0.30035685863909833,0.3518082716072159
SSP585,Interactive,AFE,Country resampling,0,IE,2094,0.06742003351493708,-2.6454225004307066,-1.4295858535606676,-0.5963596321879132,-0.15921734092336834,0.04410363268187406,0.14166266396686159,0.23172310753676365,0.30465736866466303,0.35364723812018245
SSP585,Interactive,AFE,Country resampling,0,IE,2095,0.0639872089716026,-2.9032384292871196,-1.5482292228927446,-0.6375718515340111,-0.1724729211814257,0.04117412896225736,0.14073977864519718,0.2329569427899253,0.3084498544017892,0.35922327568401546
SSP585,Interactive,AFE,Country resampling,0,IE,2096,0.05953966407495859,-3.200499829014128,-1.6884651948273321,-0.6945632213885136,-0.18864594192448692,0.0373157387594073,0.14148115689126908,0.23300109937074856,0.31420006641473053,0.37641087663059253
SSP585,Interactive,AFE,Country resampling,0,IE,2097,0.05564068536584754,-3.5222729886470914,-1.8234239487858055,-0.7507948286742019,-0.21038444696978367,0.03393253141165081,0.1414330993905041,0.23533335095754937,0.3184885430819354,0.38490219325736946
SSP585,Interactive,AFE,Country resampling,0,IE,2098,0.05146109389851761,-3.882879838051556,-1.9673914417795024,-0.8107438235784116,-0.22309096224659145,0.03042528127627836,0.13908023921629595,0.2376877279086,0.3191966558040828,0.3924884414956937
SSP585,Interactive,AFE,Country resampling,0,IE,2099,0.04698971574405275,-4.287888322119346,-2.1246668188311384,-0.8738668741715777,-0.24249253492063608,0.025781658923016315,0.13714465160647074,0.23975648501641839,0.32158925819216155,0.3999776051623577
SSP585,Interactive,AFE,Country resampling,0,IE,2100,0.04221452603967957,-4.743785982033688,-2.296693774233451,-0.9485526948269525,-0.25938816741795934,0.020294319030370322,0.13534321526557233,0.24226437417297342,0.325072790935679,0.40709626372932767
SSP585,Interactive,AFE,Country resampling,1,All,2021,-3.0875785312911574e-5,-2.701236723506833e-4,-2.321220436079019e-4,-1.9473682764065137e-4,-1.240954621772039e-4,-3.0246603632766433e-5,5.293260053496063e-5,1.3503571926607453e-4,1.810512821377118e-4,2.2892228003256178e-4
SSP585,Interactive,AFE,Country resampling,1,All,2022,-9.095696676841847e-5,-8.118869421081309e-4,-7.114195499357157e-4,-6.019631821833959e-4,-3.6870223083959597e-4,-8.797769092938612e-5,0.00017614987760705691,4.115569836914857e-4,5.641599790171535e-4,6.479688791327373e-4
SSP585,Interactive,AFE,Country resampling,1,All,2023,-1.8631551069925312e-4,-0.0017404112218610322,-0.0014910048067160399,-0.001281887471115095,-7.737032690696144e-4,-2.0059144915518523e-4,3.767705478483485e-4,8.788300533721261e-4,0.0011689088274110077,0.0013938525454023406
SSP585,Interactive,AFE,Country resampling,1,All,2024,-3.230025653311319e-4,-0.0031670509413693647,-0.0026049678736630223,-0.002200550946655433,-0.0013175377458584658,-3.589304879576538e-4,6.794205786494478e-4,0.001515312861219398,0.002004049007643338,0.002414188983541109
SSP585,Interactive,AFE,Country resampling,1,All,2025,-5.070399965672046e-4,-0.004902345940791436,-0.004017190772049911,-0.0034302164192696605,-0.002047499331461311,-5.474677913182568e-4,0.0010562444500655799,0.00234676707155832,0.0031218137753588836,0.0037374935020982438
SSP585,Interactive,AFE,Country resampling,1,All,2026,-7.903329686240745e-4,-0.007114156974924746,-0.00583471710200027,-0.004929233952705514,-0.002975085299304625,-8.540490295953496e-4,0.0014571213045392328,0.003343489846752124,0.004448625201157441,0.005226311777575609
SSP585,Interactive,AFE,Country resampling,1,All,2027,-0.001102246778650784,-0.009629230368494168,-0.007927890611202531,-0.0066963128091848565,-0.004092355327019487,-0.0012012700932392262,0.001869294098235108,0.004565425616938668,0.006017859273392378,0.0070638604131336765
SSP585,Interactive,AFE,Country resampling,1,All,2028,-0.0014818507526286329,-0.012574027513977067,-0.010360242015771315,-0.008734077508795979,-0.0053631556596606955,-0.0016299384090904812,0.002404612124866534,0.00591978262457502,0.007736820296095446,0.00909384169839909
SSP585,Interactive,AFE,Country resampling,1,All,2029,-0.0019351191403689239,-0.015926993861045617,-0.013148607120249322,-0.011059724295895523,-0.006892367007383132,-0.0021319834622722245,0.0029276664602091995,0.007483251117878709,0.00968802627315689,0.011453685281785652
SSP585,Interactive,AFE,Country resampling,1,All,2030,-0.0024679677537415845,-0.019636659545084225,-0.016299835741898683,-0.013670823082984307,-0.008673375332563543,-0.0027303446791443475,0.0034801965911603894,0.00915831309789219,0.011795208394344104,0.014124509242416622
SSP585,Interactive,AFE,Country resampling,1,All,2031,-0.0031764443528591313,-0.023986503265278892,-0.019964047390909595,-0.01673894146469399,-0.01056061964463395,-0.00344549260471666,0.004083382904522093,0.011037255068703455,0.014045732471639748,0.016974377969447646
SSP585,Interactive,AFE,Country resampling,1,All,2032,-0.003898864205918895,-0.028608514023387776,-0.02392461384271895,-0.02001623146507079,-0.01265752923236832,-0.004164154758361516,0.004780169616793284,0.01299542793478228,0.016561262781508046,0.020078858398878827
SSP585,Interactive,AFE,Country resampling,1,All,2033,-0.004718436931263059,-0.03379388766240657,-0.028274434406613647,-0.023530820647761595,-0.015012984244675676,-0.005004479188070843,0.00549950857689846,0.015093292882539537,0.019236957339722822,0.023500948977212836
SSP585,Interactive,AFE,Country resampling,1,All,2034,-0.005640730732179855,-0.03933058536444092,-0.03294242858789686,-0.027467227326971676,-0.01755120116756481,-0.005872308374033519,0.006243661493738284,0.017396360557480485,0.02226517831741318,0.027306897339955574
SSP585,Interactive,AFE,Country resampling,1,All,2035,-0.006671235939673448,-0.045291873405333666,-0.03791905952227255,-0.03168897586553802,-0.02028709049752503,-0.007066760269917927,0.0069042315240546714,0.01977215652289919,0.025531416596457267,0.03138215404104251
SSP585,Interactive,AFE,Country resampling,1,All,2036,-0.007947857531343638,-0.05188132277810137,-0.043492085752362665,-0.03645770482173305,-0.023505152132357127,-0.008355071331119623,0.007635131054445632,0.02210674401402728,0.02877900777369038,0.03561990929726894
SSP585,Interactive,AFE,Country resampling,1,All,2037,-0.009216599025537286,-0.058692495338971,-0.04913428418488746,-0.041428220166090934,-0.026859461238447235,-0.009642996481059818,0.008232084410419782,0.024654865187068345,0.03244581551248638,0.04025993928306343
SSP585,Interactive,AFE,Country resampling,1,All,2038,-0.010607483530951867,-0.06599394320028616,-0.0551731811577433,-0.046333588422205634,-0.030463521104123287,-0.011111349986716756,0.009017029795877818,0.027334239437512085,0.03631589066436165,0.04515012446622334
SSP585,Interactive,AFE,Country resampling,1,All,2039,-0.012125403862674689,-0.07372959407548185,-0.06182315752017044,-0.051823622423756176,-0.03412416354280118,-0.01254151711347995,0.009988626054587835,0.03041217491146189,0.04016560628715007,0.05030407607713654
SSP585,Interactive,AFE,Country resampling,1,All,2040,-0.013775148085708566,-0.08188438870138252,-0.06885741450016679,-0.057398150704052464,-0.03819147088730221,-0.014159695572521502,0.010713853494816072,0.03359852572756923,0.044301456378921716,0.055719954409252016
SSP585,Interactive,AFE,Country resampling,1,All,2041,-0.015671133930634795,-0.09049817542920155,-0.07632433803414981,-0.06373704052558168,-0.042462104012074287,-0.015923413828975608,0.011449669414731245,0.03691601594435916,0.049003155706982354,0.06132018623681651
SSP585,Interactive,AFE,Country resampling,1,All,2042,-0.017582201238796724,-0.09919960778669963,-0.08382110251679792,-0.07030598540224048,-0.0466688581277834,-0.017701991829933372,0.012211482652223216,0.04041262066173077,0.053417957982223305,0.06729456789487087
SSP585,Interactive,AFE,Country resampling,1,All,2043,-0.01963361948394793,-0.10826100820731077,-0.09162697434425432,-0.07709816683855429,-0.05133451742758449,-0.01972476773916837,0.013095740973417758,0.043935240023178924,0.058161422059285456,0.07353315513420919
SSP585,Interactive,AFE,Country resampling,1,All,2044,-0.021829310107796873,-0.11767337826386932,-0.09974262559648364,-0.08429016652080557,-0.05638103241216191,-0.02168343539870332,0.01423533902871621,0.047651385190184796,0.06371833786658197,0.0800351065348772
SSP585,Interactive,AFE,Country resampling,1,All,2045,-0.024173060205327834,-0.12742710755182082,-0.1081599038576766,-0.09140922364063774,-0.06166065743219662,-0.02387761541904615,0.014984486861004787,0.051491815806575296,0.06898371597694757,0.08679968700198895
SSP585,Interactive,AFE,Country resampling,1,All,2046,-0.026642423127710146,-0.1375321741546453,-0.11682869986726675,-0.09906779859566547,-0.06708995672302392,-0.02622313280744426,0.015916055529899886,0.05526779444896307,0.07446021153139068,0.0938549057656708
SSP585,Interactive,AFE,Country resampling,1,All,2047,-0.029249147400063902,-0.1479092171636738,-0.12578138120006324,-0.10703224773078888,-0.07241221676033949,-0.028789000798578823,0.017025725815471626,0.059432542699855775,0.08017427618466563,0.1012135563123843
SSP585,Interactive,AFE,Country resampling,1,All,2048,-0.032007344768257395,-0.1585889010029124,-0.13499969153647262,-0.11527985409293506,-0.07817162680966022,-0.031185751562736674,0.018266202419861544,0.06435432542580866,0.08609930906695581,0.10884316972451233
SSP585,Interactive,AFE,Country resampling,1,All,2049,-0.03491983851150704,-0.16957278087322852,-0.14447463820434095,-0.12379867093406327,-0.08425801664347207,-0.033971625959001495,0.019084066995047277,0.06865542447189231,0.09223580870667386,0.11674417921839779
SSP585,Interactive,AFE,Country resampling,1,All,2050,-0.037989295158588066,-0.18084258654750965,-0.15419588698669687,-0.13258175112962875,-0.08964241519298122,-0.03678783562582494,0.019952310752026137,0.07307835058886243,0.0986032259711122,0.12491714501141477
SSP585,Interactive,AFE,Country resampling,1,All,2051,-0.04088877498900001,-0.19201811552444709,-0.16376354013720784,-0.14120805137628756,-0.09566587202904811,-0.039185890602409956,0.02105042843169913,0.0777184807402521,0.10558403688627713,0.13366162924740263
SSP585,Interactive,AFE,Country resampling,1,All,2052,-0.044184813916362975,-0.2037130491840746,-0.17387562434474998,-0.1502024147473599,-0.10187363992570675,-0.04222129185608631,0.02181691387787893,0.08229199707986463,0.1135887298333229,0.14251222121574003
SSP585,Interactive,AFE,Country resampling,1,All,2053,-0.047633943808045864,-0.21563923001810517,-0.18419488752787377,-0.1593709048321599,-0.10858857224457066,-0.045516027594224906,0.022491122363376637,0.08727154718650516,0.12073417857200357,0.15165400343643753
SSP585,Interactive,AFE,Country resampling,1,All,2054,-0.051237691854134515,-0.22778282746514786,-0.19471006012000827,-0.16869747052131612,-0.11550906965179417,-0.048956440428043146,0.022926984770947456,0.09293747847827086,0.12751733842322419,0.16108927959721497
SSP585,Interactive,AFE,Country resampling,1,All,2055,-0.05499741528127533,-0.24012976704836914,-0.20541318826599367,-0.17817408596477394,-0.12263232181368647,-0.05234071331415757,0.023473409775443932,0.09877663747075911,0.13534891849059455,0.17082053593626007
SSP585,Interactive,AFE,Country resampling,1,All,2056,-0.058165743479520415,-0.2519697885762386,-0.21568038266922718,-0.18696896915950675,-0.1293843683905708,-0.05527862814852419,0.025148909001812936,0.10493661281577843,0.1440870769410968,0.1815645902245639
SSP585,Interactive,AFE,Country resampling,1,All,2057,-0.06209902559527225,-0.26457671423066526,-0.226778450107347,-0.19720237640833918,-0.13679106312378106,-0.058676354576068734,0.02570552549283256,0.11120234432593762,0.15292030724067185,0.19413903142804598
SSP585,Interactive,AFE,Country resampling,1,All,2058,-0.06617808860124241,-0.27733607643808045,-0.23820924818690845,-0.20725894805036488,-0.14432561072674335,-0.06226362420235565,0.02647256823232136,0.11710910492778573,0.1614842312537736,0.20801972644275382
SSP585,Interactive,AFE,Country resampling,1,All,2059,-0.07040309176205894,-0.290233248142322,-0.24980982119272405,-0.21733292877004484,-0.15203417945945738,-0.06597070571464553,0.027224318922760893,0.12383521284580479,0.17088638503975992,0.22153813464275016
SSP585,Interactive,AFE,Country resampling,1,All,2060,-0.07477402348718509,-0.30325356403065384,-0.2615689425626356,-0.22717532287572278,-0.15995011254335875,-0.06979778501916684,0.027961008649882213,0.13125565484455376,0.18049554261822595,0.2338021006504364
SSP585,Interactive,AFE,Country resampling,1,All,2061,-0.07799958721909395,-0.3152498906267627,-0.2724499078082461,-0.23585551110991304,-0.16691338337161363,-0.072794810525518,0.030327973481009907,0.13858243118822258,0.19045153322376626,0.246894427590208
SSP585,Interactive,AFE,Country resampling,1,All,2062,-0.08246655011343884,-0.3283298443896236,-0.28435141044665274,-0.24614042155532576,-0.17482802231589048,-0.07670968286666818,0.031313610534965786,0.14596007866619312,0.2009679784183083,0.2601775781859677
SSP585,Interactive,AFE,Country resampling,1,All,2063,-0.08706321312280707,-0.34148157042108435,-0.29605328046846924,-0.2569320183400306,-0.18299855019204686,-0.08058122467090711,0.032310480761716,0.15321873789328494,0.21187354018259882,0.2749045084144519
SSP585,Interactive,AFE,Country resampling,1,All,2064,-0.0917884430121716,-0.3546908332699878,-0.30733160601090115,-0.2678280554493822,-0.1913785923155099,-0.08493400014544111,0.03343553978392466,0.1606450026731027,0.22412052593394796,0.2885633721747638
SSP585,Interactive,AFE,Country resampling,1,All,2065,-0.09664095330502331,-0.36794355368823806,-0.3186276206540836,-0.278817358206926,-0.19978094525914958,-0.08943648642203211,0.03485583257434455,0.16815663264398098,0.2351052102899081,0.30422499282652565
SSP585,Interactive,AFE,Country resampling,1,All,2066,-0.09985434636960977,-0.3798037452251949,-0.32852683145878286,-0.2876104932293091,-0.20674441426042853,-0.09257558899940127,0.03664942902590107,0.17755001260478984,0.24760615528079102,0.32023957554807253
SSP585,Interactive,AFE,Country resampling,1,All,2067,-0.10475311485775896,-0.3929813519449147,-0.34080879794103613,-0.29853579182436124,-0.21528970899310096,-0.09694748431159866,0.03795449373862059,0.1856761607075268,0.2587489023328889,0.3358601544505984
SSP585,Interactive,AFE,Country resampling,1,All,2068,-0.10976121176075015,-0.4061569825245281,-0.3531533702608917,-0.3095111861296633,-0.22395860849293617,-0.10102691748267217,0.03951259606050078,0.1939061427998511,0.2726680638873008,0.3516727074533253
SSP585,Interactive,AFE,Country resampling,1,All,2069,-0.11487648007502271,-0.4193177267589616,-0.36552463494634446,-0.3206360656845978,-0.232673217133416,-0.10558611254951145,0.04108844947179435,0.20322099704268243,0.2854424958768819,0.3679230513929704
SSP585,Interactive,AFE,Country resampling,1,All,2070,-0.1200966398666452,-0.4324509796186531,-0.3779050407950363,-0.3319036503754038,-0.24119025726006652,-0.11021599854095948,0.04224261737160118,0.21221448591115474,0.2983892622938971,0.38468045399060696
SSP585,Interactive,AFE,Country resampling,1,All,2071,-0.12312022780071408,-0.4438646792863749,-0.38904422688213663,-0.3405789797074805,-0.24742476987831294,-0.11166924391190614,0.04480026264378073,0.22334028026058592,0.3130866415512362,0.40468130797852
