variable,coef,estimate,std.error,p.value,spec,L,estimator
tmp2_pre,sum,7.400357812722142e-4,3.434519762431885e-4,0.03118536156888977,Interactive,5,AFE
tmp2_pre,b0,4.4688285675983e-4,1.380468031336868e-4,0.0012071568992653527,Interactive,5,AFE
tmp2_pre,b1,-3.625380396636358e-4,1.1789304408645152e-4,0.0021040122626758665,Interactive,5,AFE
tmp2_pre,b2,1.3902554251627645e-4,1.1545174356388351e-4,0.22851712940755375,Interactive,5,AFE
tmp2_pre,b3,1.9764156426826994e-4,1.0961172057092504e-4,0.07137155008647582,Interactive,5,AFE
tmp2_pre,b4,-3.2649380048262655e-6,1.1512431204346721e-4,0.977374940030811,Interactive,5,AFE
tmp2_pre,b5,3.2228879539629993e-4,1.1519373298805792e-4,0.005145228019047978,Interactive,5,AFE
pre2_tmp,sum,0.009855794948396474,0.00640691223608903,0.12397368316342192,Interactive,5,AFE
pre2_tmp,b0,0.005386524207279499,0.0022251294765856283,0.015487720404887207,Interactive,5,AFE
pre2_tmp,b1,-0.0042143957007935474,0.0018300984208055161,0.021288712701421394,Interactive,5,AFE
pre2_tmp,b2,0.0015881657568935625,0.0017486450108493065,0.36375856019517666,Interactive,5,AFE
pre2_tmp,b3,5.466498688763248e-4,0.0020938166095546213,0.794032203689373,Interactive,5,AFE
pre2_tmp,b4,-6.052435206361506e-4,0.0018585595020467222,0.7446877045768863,Interactive,5,AFE
pre2_tmp,b5,0.007154094336776785,0.0020657385777114335,5.337641035855308e-4,Interactive,5,AFE
tmp2_pre2,sum,-2.1628337863036575e-4,1.372199474297252e-4,0.11498425601849645,Interactive,5,AFE
tmp2_pre2,b0,-1.4748418477097722e-4,5.394221784442409e-5,0.006254834315628117,Interactive,5,AFE
tmp2_pre2,b1,1.2772908163442717e-4,4.0569157841373046e-5,0.0016415102908526756,Interactive,5,AFE
tmp2_pre2,b2,-3.1261935223772026e-5,4.0134809357273054e-5,0.4360249406405011,Interactive,5,AFE
tmp2_pre2,b3,-4.3782474289619144e-5,5.0352322175098294e-5,0.38456143690265876,Interactive,5,AFE
tmp2_pre2,b4,2.643370633133829e-5,4.081078951179065e-5,0.5171701597514704,Interactive,5,AFE
tmp2_pre2,b5,-1.4791757231176283e-4,4.491997113428838e-5,9.915503044843857e-4,Interactive,5,AFE
tmp,sum,0.023360832404349854,0.010448185423000456,0.02535998654416617,Interactive,5,IFE
tmp,b0,0.0202930245568646,0.003841722996633939,1.2759180345738942e-7,Interactive,5,IFE
tmp,b1,-0.005035592783964153,0.003943405160693222,0.20161438812470606,Interactive,5,IFE
tmp,b2,0.004286338219661907,0.0038999047220435908,0.27172971283445424,Interactive,5,IFE
tmp,b3,1.2474075436097421e-4,0.003794430003540005,0.9737745070338046,Interactive,5,IFE
tmp,b4,8.059378380455865e-4,0.003904276094760011,0.8364594152470177,Interactive,5,IFE
tmp,b5,0.0028863838193809383,0.003935150489616293,0.4632611297050923,Interactive,5,IFE
tmp2,sum,-6.413153502272846e-4,3.1453912617380477e-4,0.04145952466497289,Interactive,5,IFE
tmp2,b0,-7.244701990953256e-4,1.222589632884315e-4,3.109658183890907e-9,Interactive,5,IFE
tmp2,b1,3.0128300083622926e-4,1.248441356943934e-4,0.015809966079472312,Interactive,5,IFE
tmp2,b2,-9.816160181976848e-5,1.2425732772270868e-4,0.4295356976257625,Interactive,5,IFE
tmp2,b3,-7.884735455014998e-5,1.2139103486116893e-4,0.5159946075342783,Interactive,5,IFE
tmp2,b4,2.7685510669356604e-5,1.2533827854701693e-4,0.8251809521051474,Interactive,5,IFE
tmp2,b5,-6.880470626762644e-5,1.2540982570588555e-4,0.5832532985663929,Interactive,5,IFE
pre,sum,0.41889727596263315,0.15120979126330192,0.005600378309590986,Interactive,5,IFE
pre,b0,0.10945158012476969,0.052427382779406374,0.036826741737269124,Interactive,5,IFE
pre,b1,-0.01995183011601892,0.052073487634026264,0.7016103519979389,Interactive,5,IFE
pre,b2,0.09143524060077113,0.052719597322877385,0.0828526139375389,Interactive,5,IFE
pre,b3,0.011277319795289287,0.05335557169633098,0.8326051070096223,Interactive,5,IFE
pre,b4,0.055919576512423436,0.05123797480047672,0.27511021092458116,Interactive,5,IFE
pre,b5,0.17076538904539854,0.05176937324355758,9.717538747388683e-4,Interactive,5,IFE
pre2,sum,-0.179570875125449,0.07357823508465063,0.014665184188072848,Interactive,5,IFE
pre2,b0,-0.051011300531009635,0.024894530096262867,0.040452655951524814,Interactive,5,IFE
pre2,b1,0.00612008054505464,0.025336472337983182,0.8091271668788425,Interactive,5,IFE
pre2,b2,-0.032568833543881334,0.02543965336804613,0.20046113300424773,Interactive,5,IFE
pre2,b3,-3.034175645616616e-4,0.025647862288237504,0.9905611414800469,Interactive,5,IFE
pre2,b4,-0.017571896642610732,0.025007620315741712,0.48226661041054186,Interactive,5,IFE
pre2,b5,-0.08423550738844028,0.025154495324415056,8.118409881872744e-4,Interactive,5,IFE
tmp_pre,sum,-0.03634387074620559,0.014484660820527084,0.012102955499584499,Interactive,5,IFE
tmp_pre,b0,-0.015222957363094619,0.005050187945827473,0.0025754341106338638,Interactive,5,IFE
tmp_pre,b1,0.006423150441204062,0.0049848913458985745,0.19756373825186183,Interactive,5,IFE
tmp_pre,b2,-0.008752617494260286,0.005081850091370164,0.08500994762686033,Interactive,5,IFE
tmp_pre,b3,-0.003617900665988716,0.005173449418653067,0.4843515855248036,Interactive,5,IFE
tmp_pre,b4,-0.0017403093273140862,0.0049673223015060134,0.7260748431755771,Interactive,5,IFE
tmp_pre,b5,-0.013433236336751945,0.005011653619928775,0.007353423297523592,Interactive,5,IFE
tmp2_pre,sum,0.00078210356293726465,3.7819825205460673e-4,0.038642614530217535,Interactive,5,IFE
tmp2_pre,b0,4.916265532879311e-4,1.3422618953127705e-4,2.495977075013888e-4,Interactive,5,IFE
tmp2_pre,b1,-2.551590759579183e-4,1.3223210817291315e-4,0.05365266791593118,Interactive,5,IFE
tmp2_pre,b2,1.9186785218433294e-4,1.3438715003680527e-4,0.15337111660247574,Interactive,5,IFE
tmp2_pre,b3,1.2760824397189686e-4,1.3729167421678442e-4,0.3526465029736154,Interactive,5,IFE
tmp2_pre,b4,-3.956413232176635e-5,1.327607964639742e-4,0.7656950290477678,Interactive,5,IFE
tmp2_pre,b5,2.6572412177278836e-4,1.3366962664148767e-4,0.04682087143975798,Interactive,5,IFE
pre2_tmp,sum,0.014977730158741195,0.006343730224762963,0.01822431215867672,Interactive,5,IFE
pre2_tmp,b0,0.005484052594386661,0.0021737372745221036,0.01164020272210243,Interactive,5,IFE
pre2_tmp,b1,-0.002057580069133296,0.0022082696648199145,0.3514599326437476,Interactive,5,IFE
pre2_tmp,b2,0.0027767801608979507,0.002233952926442033,0.21387168131937717,Interactive,5,IFE
pre2_tmp,b3,0.0015121618552973084,0.002263174998815555,0.5040317903645066,Interactive,5,IFE
pre2_tmp,b4,5.595508331854432e-4,0.002207386611577501,0.7998894473570332,Interactive,5,IFE
pre2_tmp,b5,0.006702764784107128,0.0022093770373336065,0.0024151014714461896,Interactive,5,IFE
tmp2_pre2,sum,-3.1142394462797807e-4,1.4339344488168893e-4,0.029869667099216072,Interactive,5,IFE
tmp2_pre2,b0,-1.499597418208741e-4,5.030658965052533e-5,0.0028738716626440677,Interactive,5,IFE
tmp2_pre2,b1,7.78681189241504e-5,5.085614568445658e-5,0.12573362959249929,Interactive,5,IFE
tmp2_pre2,b2,-5.575515243291256e-5,5.166063720228949e-5,0.2804727610152916,Interactive,5,IFE
tmp2_pre2,b3,-5.910784682906087e-5,5.261608754062955e-5,0.2612762499085447,Interactive,5,IFE
tmp2_pre2,b4,9.557466255121985e-6,5.1420265829514304e-5,0.8525469917279639,Interactive,5,IFE
tmp2_pre2,b5,-1.3402678872440294e-4,5.121606963833446e-5,0.00887350929351516,Interactive,5,IFE
