item,estimate,std.error,t.stat,p.value,pval.symbol,bootstrap
T_2,-0.0020202544307738987,0.0026131957399919492,-0.773097246354811,0.43946483064433, ,57
tmp,0.01954279542066217,0.005400782863997203,3.6185115959648573,2.963022254222779e-4,***,58
tmp2,-7.270432820633227e-4,1.5120514438140582e-4,-4.808323718334609,1.522011583946814e-6,***,58
pre,0.13185442463537717,0.08215298023432739,1.6049865051673702,0.1084967745288726, ,58
pre2,-0.053597065156165684,0.03678927519776406,-1.45686656961981,0.14515321568749237, ,58
tmp_pre,-0.015540327386577518,0.0080980871782248,-1.9190121129301239,0.05498280090379122,*,58
tmp2_pre,4.375877109927481e-4,2.0218812901191414e-4,2.164260152815217,0.03044438904241303,**,58
pre2_tmp,0.005194535817931855,0.0032919707335782164,1.5779410688398317,0.11457914892174462, ,58
tmp2_pre2,-1.2795612592077463e-4,7.519718024340494e-5,-1.7016080324633827,0.08882887075309012,*,58
T_1,-0.003584189894142985,0.0025028468254136966,-1.4320452445389074,0.15213087325388627, ,58
T_2,-0.0010986341160000373,0.0018698341938743993,-0.5875569714144584,0.5568296997032369, ,58
